username,anora,conclave,the-brutalist,emilia-perez,nickel-boys,wicked-2024,maria-2024,oppenheimer-2023,poor-things-2023,the-holdovers,american-fiction,everything-everywhere-all-at-once,all-quiet-on-the-western-front-2022,the-fabelmans,the-banshees-of-inisherin,women-talking,top-gun-maverick,elvis-2022,coda-2021,the-power-of-the-dog,west-side-story-2021,dont-look-up-2021,king-richard,tick-tick-boom-2021,dune-2021,mank,nomadland,the-trial-of-the-chicago-7,borat-subsequent-moviefilm,promising-young-woman,palm-springs-2020,parasite-2019,1917,once-upon-a-time-in-hollywood,jojo-rabbit,green-book,roma-2018,black-panther,bohemian-rhapsody,eighth-grade,can-you-ever-forgive-me,the-favourite,cold-war-2018,the-shape-of-water,three-billboards-outside-ebbing-missouri,lady-bird,get-out-2017,call-me-by-your-name,dunkirk-2017,i-tonya,blade-runner-2049,moonlight-2016,la-la-land,hidden-figures,arrival-2016,lion,spotlight,the-big-short,the-revenant-2015,the-martian,mad-max-fury-road,birdman-or-the-unexpected-virtue-of-ignorance,boyhood,the-grand-budapest-hotel,the-imitation-game
twincoves,1.33,-0.31,0.51,,1.33,-1.95,,1.33,,0.51,-1.13,0.1,,0.92,0.51,,0.51,,,0.92,,-1.95,,,0.51,,0.51,-0.72,0.1,-0.31,0.1,0.92,,0.92,0.51,-0.72,1.33,,-1.13,0.51,0.1,0.92,0.92,0.51,-0.31,1.33,0.92,0.1,0.51,0.1,0.51,1.33,1.33,,0.51,0.51,0.51,,1.33,0.51,1.33,0.51,0.92,1.33,
suspirianknight,-0.71,-1.96,-0.71,,,,,1.16,0.54,1.16,,,,,1.16,,1.16,0.54,,-0.71,-0.71,,,,,,-1.34,,,,,0.54,-0.71,1.16,-0.09,,-0.09,,-0.09,,,1.16,,1.16,1.16,-0.71,0.54,,-1.96,0.54,,,0.54,,-1.34,,1.79,-0.71,1.16,1.16,1.79,,,1.16,
stephen_ny,0.06,1.21,,,,,,,,0.06,,0.06,,,1.21,,,,0.63,0.06,1.78,,,,,,0.63,0.63,,1.78,,0.63,,-0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
direktionz,0.71,,2.2,,,,,0.71,1.7,,,1.7,,,,,,,0.22,0.71,1.21,-0.28,,,1.21,0.22,0.22,-0.28,0.22,-0.28,,1.21,1.7,,0.71,,,,,0.71,,,0.22,,-0.28,1.7,,,,,1.21,,1.7,,,,0.22,1.21,,,1.21,,,2.2,
jdtheprezodent,1.88,1.88,,0.19,,0.75,,0.75,0.75,1.88,0.19,1.88,1.31,-0.37,1.31,0.75,1.88,-0.37,,,,,0.75,,1.88,,,,,,,1.88,,,,,,,,,,,1.88,,,,,,,,,1.88,,,,,,,,,1.88,,,,
benradetski,1.03,-0.7,1.89,,-0.7,0.16,-0.7,1.46,0.16,0.16,-0.7,-1.56,-0.7,1.89,-0.27,-1.13,,0.16,,0.59,1.46,-0.27,,,-0.7,-0.7,,,,,,,,0.59,-1.99,1.03,-0.27,,,-0.7,,0.16,,,-1.56,,0.16,,,,,0.16,,,,,,,,,,-0.7,1.46,1.03,
euanharris200,0.85,0.85,1.42,-0.83,1.42,-0.27,-1.39,1.42,0.85,0.29,0.29,1.42,0.29,0.85,0.85,-0.83,1.42,0.85,-0.27,1.42,1.42,-0.83,0.85,0.29,0.85,0.85,0.85,0.29,0.29,0.29,0.85,1.42,0.29,0.29,-0.27,0.29,0.85,,,0.85,-0.27,0.85,1.42,,-0.83,,,0.85,1.42,,,,1.98,,1.42,,1.42,1.42,0.29,0.85,1.42,1.42,1.98,,
adil12uu,,,,,,,,0.92,1.4,0.92,-0.02,,,,0.92,,0.45,1.87,,,,-0.02,,,1.4,,,,0.45,,,,,,,,,0.45,,,,,,,,,,,,,,,0.45,,,,,0.45,,,,1.4,,,
cinephile_chase,1.34,0.69,0.69,-1.26,1.34,-0.61,,0.69,1.34,0.69,0.69,1.34,1.34,0.69,0.04,,,0.69,1.99,,,,,0.69,1.34,,,,,1.34,0.69,,,1.34,1.34,,,0.69,,1.34,,,,,,0.69,1.99,1.99,,,1.99,,1.99,,,,,,,0.69,1.34,,,1.34,
dreyuhsanchez,0.64,0.64,1.35,-1.86,-0.44,-0.08,,0.64,0.99,0.64,-0.08,1.35,0.99,0.64,0.99,-0.08,0.99,-0.79,,0.64,-1.15,0.64,0.64,-1.51,0.64,0.99,1.35,1.35,0.64,-0.08,0.64,0.64,,,,,,,-0.44,0.28,,,0.28,,,,,,0.64,,0.28,,1.35,,0.99,,,0.64,,-0.08,0.99,,,,
herb_gallow,,,,,,,,,,,,,,,,,,,-0.55,0.37,-1.93,-1.93,-0.09,-0.55,0.37,,,,-1.93,,-1.01,0.37,0.37,1.74,1.74,-0.09,0.83,0.83,-0.55,-0.09,,0.83,,,,1.28,,,,,,,,,,,,,,,,,,,
antonwalbrook,1.55,0.96,,,,,,,0.38,1.55,,0.38,,,0.96,-0.21,-0.21,0.96,-2.56,0.96,,,,,-0.8,,,,,-2.56,,0.96,0.38,,,,,,,,-0.21,0.96,,0.38,,1.55,0.96,0.96,,0.96,,0.96,,,,,-0.21,,,,,-3.15,0.38,-0.8,-0.21
electricwizardx,,,,,,,,-0.63,0.56,-0.04,,-1.82,,,-1.23,,-0.63,,,0.56,,-0.63,,,-0.63,,,,,-0.04,-0.04,,1.15,,,,,,,,,1.15,,1.15,0.56,-1.23,0.56,,1.15,-0.04,0.56,0.56,-0.04,,1.75,,1.15,1.15,,,1.75,,,0.56,
dantesring,,,,,,,,0.27,-0.17,,,1.57,,,0.7,,1.57,-0.17,,,,,,,-0.6,,,,,1.14,,1.14,0.7,1.57,0.7,,,,-0.17,1.14,,1.14,,1.57,0.27,0.7,1.57,,,1.14,0.7,,0.7,,1.57,,1.57,,,1.14,1.14,,,,-0.6
tschutzer,1.58,1.58,1.58,-1.68,0.49,1.58,,0.49,1.58,1.58,-0.05,2.12,1.03,0.49,1.03,1.03,,-0.6,1.03,1.58,1.58,1.03,1.03,0.49,1.58,-0.05,1.03,1.03,0.49,1.58,0.49,2.12,1.58,2.12,1.03,-0.05,1.03,1.03,-0.6,1.58,0.49,1.58,1.03,0.49,0.49,1.58,1.58,0.49,1.58,1.03,1.03,-0.6,1.58,1.03,2.12,-0.05,,,,,2.12,1.03,,2.12,
acbrew,0.25,0.25,0.7,-1.12,,-1.57,-1.12,-0.66,1.15,0.25,-0.66,-0.66,-0.21,1.61,0.25,-1.12,0.7,-1.12,-0.66,1.15,1.15,-1.57,,,1.15,-1.12,-0.21,-1.12,1.61,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,
fakerobhunter,0.25,1.48,,,2.1,-0.99,,2.1,0.86,0.86,1.48,1.48,,0.86,1.48,2.1,1.48,0.86,1.48,1.48,0.86,-0.37,0.86,,0.25,0.25,1.48,0.86,0.25,1.48,0.25,2.1,1.48,1.48,-0.37,-0.37,0.86,0.25,,,0.86,0.86,,0.25,0.25,0.25,0.25,1.48,0.86,0.86,1.48,1.48,0.86,,2.1,0.25,1.48,0.86,0.86,1.48,2.1,0.25,0.86,0.25,0.25
maxrpower,0.58,,,,,,,,,,0.58,1.47,,,0.58,,1.47,,1.03,,0.58,,,1.03,1.47,-0.74,,0.14,1.47,1.03,0.58,0.58,1.47,0.58,1.03,,,0.58,-0.3,,,,,,,,0.58,,0.14,0.14,1.47,,,,,,,,,,,,,,
furiarte02,1.67,0.09,1.15,0.09,0.62,-0.96,,1.15,1.67,1.67,0.62,2.2,0.62,-0.43,1.67,0.62,1.15,0.09,0.62,1.15,-0.43,-0.43,-0.96,0.09,1.15,0.09,0.62,0.62,0.62,0.62,1.15,2.2,0.62,0.09,1.67,,,-0.43,,,,2.2,1.15,1.15,1.67,0.62,1.15,1.15,,0.62,2.2,1.67,1.15,,2.2,,,0.09,,0.09,1.67,1.67,0.62,1.67,
aubra_,0.7,0.23,-0.25,,,0.23,,1.66,-2.63,,0.23,,,,,,0.7,,,,,,,,-0.72,,,,,,-0.72,,0.23,,,,,,,,,,,,1.18,,,0.23,,0.7,-1.2,,,,,,,,,1.66,,,0.7,,
houch,1.24,-0.39,-0.39,-1.48,0.15,0.7,,0.7,0.7,1.24,-0.39,0.15,,0.7,0.7,0.15,0.7,0.15,0.7,0.7,-0.93,-2.02,0.7,-0.93,1.24,,0.7,-0.39,-0.39,0.15,-0.39,1.78,0.7,0.15,-0.39,,1.24,0.15,,0.7,0.7,0.7,0.7,0.15,-2.02,1.24,0.7,1.24,0.7,0.7,1.24,1.24,0.7,0.7,0.7,0.7,0.7,-0.93,-0.39,-0.39,1.78,,1.78,0.7,
sloanepeterson,1.71,1.19,0.67,-0.37,,,,1.71,,1.71,1.19,1.71,,1.71,1.71,1.19,0.67,-0.9,0.67,0.67,1.71,,0.67,1.71,1.19,0.67,1.19,,,1.71,0.67,1.71,1.19,1.19,1.71,-0.37,1.19,1.19,-0.37,1.19,,1.71,1.19,,1.19,1.71,1.19,1.71,0.67,1.19,,1.19,1.71,,1.19,0.15,1.71,1.19,0.67,0.67,,1.19,0.15,0.67,0.67
stellaperry,0.76,0.76,0.19,-2.65,,,,0.76,0.76,1.9,0.76,1.33,,1.33,0.19,,0.19,-2.08,0.19,0.76,0.19,-0.38,-0.38,0.76,-0.38,0.19,0.76,0.76,,1.33,0.76,1.9,,0.76,1.9,,,,-1.51,0.76,,,,,1.9,1.33,0.76,,,1.33,,,0.76,,,,0.19,-0.38,,,,1.33,,0.76,
ltgruber,,,,,,,,,-1.22,,,0.85,,,1.36,,1.36,,,,,,,,,,0.33,,,,,,1.36,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,1.88,,,1.36,
irabrooker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
joshuasorensen,0.68,0.25,1.1,-1.86,1.53,-0.59,0.25,1.53,0.25,0.68,-0.59,1.1,-0.59,1.1,1.1,1.1,0.68,1.1,0.68,1.53,0.68,-1.86,,-0.17,0.68,-0.17,0.68,0.68,,0.68,1.1,1.1,-1.02,1.1,-1.02,-1.44,1.53,0.25,-1.86,-0.59,0.68,1.1,1.53,1.1,,1.53,0.68,0.68,1.1,-0.59,1.53,1.53,1.53,,,,,,,,1.53,,,,
freazypeach,1.85,,,,,,,,,,,,,,1.22,,,,,,,,,,1.22,,0.58,,,,0.58,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agadorspartacus,1.28,0.69,0.69,,,1.28,1.87,1.87,1.87,1.87,,1.28,,1.87,0.11,,1.28,0.69,-0.48,1.87,0.69,-1.66,-0.48,0.11,0.69,-1.07,1.87,0.69,0.69,1.28,0.69,1.87,1.87,1.87,0.69,,,0.69,,,,,,,,1.87,1.87,,,0.11,0.69,,0.69,,,,,,,,1.87,,0.69,1.87,
juliodogpit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mayhemkvlt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.76,,0.99,,,,,,,,,,,,,,,,,,,1.43,,,,,,,,,,,,,,
dionwyn,0.61,0.61,1.66,-0.97,-0.97,0.08,-0.44,0.61,0.08,-0.44,0.08,0.61,0.61,1.14,0.61,,0.61,1.14,0.61,0.61,-0.97,-0.97,-0.44,0.61,0.08,0.61,0.61,-0.97,0.61,0.08,-0.44,1.66,0.61,0.61,-0.44,-0.44,1.66,-0.44,-0.97,0.61,-0.44,0.61,0.61,0.61,0.61,0.61,0.61,0.08,0.08,0.08,0.61,0.61,0.08,,-0.97,-0.97,-0.44,0.61,-0.44,0.08,1.14,1.66,-0.44,1.66,0.61
ikheetmark,0.18,-0.42,-1.01,-1.01,1.37,0.18,,0.77,-0.42,0.18,-0.42,-1.01,,0.77,-0.42,-0.42,1.37,0.18,0.77,0.77,0.77,0.18,-0.42,-0.42,0.77,,1.37,-1.01,,-0.42,0.18,-0.42,0.18,,,-0.42,0.18,-1.01,,-2.2,1.37,0.77,-1.01,0.77,-1.61,1.37,-0.42,1.37,-1.01,-2.2,,1.37,1.96,0.18,1.96,0.77,0.18,-0.42,-1.01,,1.37,0.77,0.77,1.37,
sodacreekfilm,1.16,0.1,0.1,0.63,0.1,1.69,-0.44,1.69,1.69,1.69,1.69,1.69,1.16,-0.97,0.63,0.63,0.63,0.63,1.69,0.63,-0.97,-1.5,0.1,0.63,1.69,0.1,1.16,0.1,-0.44,0.63,0.63,1.69,1.69,-0.44,0.63,-0.97,0.63,0.63,0.1,1.69,0.1,-0.44,0.63,0.1,0.63,0.1,0.63,0.63,1.16,1.16,1.69,1.69,0.1,0.1,1.69,0.63,0.63,0.63,1.69,0.1,1.16,1.69,1.69,1.16,0.1
gustavmenezes,,,,,,,,,,1.45,,-1.41,,1.45,0.02,,,,,,-0.93,-0.46,,-1.41,,,-0.46,-0.46,-0.46,,,1.45,,1.45,-2.84,,-0.46,0.02,-2.36,,,,,0.97,-0.93,,0.02,0.97,,,-0.46,0.02,-0.46,,-1.41,-0.93,0.02,0.02,-1.41,-0.46,1.45,1.45,1.45,,-2.36
pagnilayan,0.28,1.42,,,,1.42,,0.28,0.85,,,1.99,-0.28,,,,,-0.28,,,-0.28,,0.85,0.28,0.85,-0.28,0.85,-0.28,0.85,1.42,,,,,,,,,,,,,,,1.99,,,,,,,0.85,,,0.85,,,,,,,,,,
lowbacca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.83,1.32,1.86,-0.29,1.86,-0.29,,,,,,,,,,,2.4,,,,,,,,,,1.32,,,,,,,0.25,
paperbackspugs,,0.73,,,,,,1.76,,,,1.76,,,,,1.24,,,,,,,,0.22,,,,,,0.73,1.76,,0.22,0.22,,,-1.31,,,,,,,1.76,,1.76,,,,,,,,,,,,,,1.76,,,,
valenvstheworld,0.07,0.54,,-1.79,,,,1.48,,0.07,,0.54,0.07,0.54,1.01,1.01,,-0.39,0.54,1.01,0.07,-0.86,1.01,1.01,1.01,,0.07,0.54,0.54,,0.54,1.48,0.54,,0.54,-1.79,,1.48,-1.33,1.48,0.54,1.01,0.54,,,,1.01,,1.48,0.07,,1.48,0.54,,,0.54,0.54,,,,1.48,,,,
finchsam,1.69,1.1,1.69,-0.1,-0.1,-0.1,,1.1,0.5,0.5,0.5,1.1,0.5,-0.69,0.5,0.5,1.69,-0.1,-0.1,0.5,-0.1,0.5,0.5,-0.69,1.1,-0.1,0.5,-0.1,0.5,-0.1,-0.1,1.1,,1.69,,,,1.1,,1.1,,,,,,,,,,,1.1,,,,1.69,,,1.1,,1.1,2.29,,,1.69,
smarmyjerkface,,,,,,,,1.33,,,0.86,2.29,,,,,2.29,,,,,0.86,,,-0.1,-0.1,,2.29,,,1.33,,,1.81,,,,1.33,0.86,,,,,,,,1.81,,1.33,0.38,-0.57,,,,0.86,,,2.29,,1.33,2.29,,,,1.33
agadorspartacus,1.28,0.69,0.69,,,1.28,1.87,1.87,1.87,1.87,,1.28,,1.87,0.11,,1.28,0.69,-0.48,1.87,0.69,-1.66,-0.48,0.11,0.69,-1.07,1.87,0.69,0.69,1.28,0.69,1.87,1.87,1.87,0.69,,,0.69,,,,,,,,1.87,1.87,,,0.11,0.69,,0.69,,,,,,,,1.87,,0.69,1.87,
juliodogpit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mayhemkvlt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.76,,0.99,,,,,,,,,,,,,,,,,,,1.43,,,,,,,,,,,,,,
dionwyn,0.61,0.61,1.66,-0.97,-0.97,0.08,-0.44,0.61,0.08,-0.44,0.08,0.61,0.61,1.14,0.61,,0.61,1.14,0.61,0.61,-0.97,-0.97,-0.44,0.61,0.08,0.61,0.61,-0.97,0.61,0.08,-0.44,1.66,0.61,0.61,-0.44,-0.44,1.66,-0.44,-0.97,0.61,-0.44,0.61,0.61,0.61,0.61,0.61,0.61,0.08,0.08,0.08,0.61,0.61,0.08,,-0.97,-0.97,-0.44,0.61,-0.44,0.08,1.14,1.66,-0.44,1.66,0.61
ikheetmark,0.18,-0.42,-1.01,-1.01,1.37,0.18,,0.77,-0.42,0.18,-0.42,-1.01,,0.77,-0.42,-0.42,1.37,0.18,0.77,0.77,0.77,0.18,-0.42,-0.42,0.77,,1.37,-1.01,,-0.42,0.18,-0.42,0.18,,,-0.42,0.18,-1.01,,-2.2,1.37,0.77,-1.01,0.77,-1.61,1.37,-0.42,1.37,-1.01,-2.2,,1.37,1.96,0.18,1.96,0.77,0.18,-0.42,-1.01,,1.37,0.77,0.77,1.37,
sodacreekfilm,1.16,0.1,0.1,0.63,0.1,1.69,-0.44,1.69,1.69,1.69,1.69,1.69,1.16,-0.97,0.63,0.63,0.63,0.63,1.69,0.63,-0.97,-1.5,0.1,0.63,1.69,0.1,1.16,0.1,-0.44,0.63,0.63,1.69,1.69,-0.44,0.63,-0.97,0.63,0.63,0.1,1.69,0.1,-0.44,0.63,0.1,0.63,0.1,0.63,0.63,1.16,1.16,1.69,1.69,0.1,0.1,1.69,0.63,0.63,0.63,1.69,0.1,1.16,1.69,1.69,1.16,0.1
gustavmenezes,,,,,,,,,,1.45,,-1.41,,1.45,0.02,,,,,,-0.93,-0.46,,-1.41,,,-0.46,-0.46,-0.46,,,1.45,,1.45,-2.84,,-0.46,0.02,-2.36,,,,,0.97,-0.93,,0.02,0.97,,,-0.46,0.02,-0.46,,-1.41,-0.93,0.02,0.02,-1.41,-0.46,1.45,1.45,1.45,,-2.36
pagnilayan,0.28,1.42,,,,1.42,,0.28,0.85,,,1.99,-0.28,,,,,-0.28,,,-0.28,,0.85,0.28,0.85,-0.28,0.85,-0.28,0.85,1.42,,,,,,,,,,,,,,,1.99,,,,,,,0.85,,,0.85,,,,,,,,,,
lowbacca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.83,1.32,1.86,-0.29,1.86,-0.29,,,,,,,,,,,2.4,,,,,,,,,,1.32,,,,,,,0.25,
paperbackspugs,,0.73,,,,,,1.76,,,,1.76,,,,,1.24,,,,,,,,0.22,,,,,,0.73,1.76,,0.22,0.22,,,-1.31,,,,,,,1.76,,1.76,,,,,,,,,,,,,,1.76,,,,
valenvstheworld,0.07,0.54,,-1.79,,,,1.48,,0.07,,0.54,0.07,0.54,1.01,1.01,,-0.39,0.54,1.01,0.07,-0.86,1.01,1.01,1.01,,0.07,0.54,0.54,,0.54,1.48,0.54,,0.54,-1.79,,1.48,-1.33,1.48,0.54,1.01,0.54,,,,1.01,,1.48,0.07,,1.48,0.54,,,0.54,0.54,,,,1.48,,,,
finchsam,1.69,1.1,1.69,-0.1,-0.1,-0.1,,1.1,0.5,0.5,0.5,1.1,0.5,-0.69,0.5,0.5,1.69,-0.1,-0.1,0.5,-0.1,0.5,0.5,-0.69,1.1,-0.1,0.5,-0.1,0.5,-0.1,-0.1,1.1,,1.69,,,,1.1,,1.1,,,,,,,,,,,1.1,,,,1.69,,,1.1,,1.1,2.29,,,1.69,
smarmyjerkface,,,,,,,,1.33,,,0.86,2.29,,,,,2.29,,,,,0.86,,,-0.1,-0.1,,2.29,,,1.33,,,1.81,,,,1.33,0.86,,,,,,,,1.81,,1.33,0.38,-0.57,,,,0.86,,,2.29,,1.33,2.29,,,,1.33
vincentprince,-0.01,-0.57,0.55,-1.13,-0.01,,,0.55,-0.57,0.55,-2.82,-2.26,,1.11,-0.57,-0.57,-2.26,-1.13,-1.13,0.55,-0.01,-2.82,-0.57,-0.57,,-1.13,-0.57,-1.7,-0.57,-0.01,-0.01,1.11,,-0.01,-1.7,-2.26,1.11,,,,,0.55,-0.01,,,1.11,,,,,,1.67,,,,,-1.7,,,,,,,,
arnavlegofan29,0.48,0.48,1.52,,1.0,-0.04,,1.52,0.48,1.0,0.48,2.04,1.0,,,-0.04,1.0,-0.56,0.48,1.0,0.48,-1.08,,-0.04,,-0.04,-0.04,-0.04,-0.04,0.48,1.0,2.04,1.0,,,0.48,0.48,0.48,,0.48,,1.0,,,-0.04,1.0,1.0,0.48,1.0,,2.04,1.52,2.04,,1.52,,0.48,0.48,,,1.52,1.52,,2.04,
graysonity,0.44,0.44,-0.07,-2.65,0.96,-0.07,-1.1,-1.1,-0.59,0.96,0.44,1.99,-0.07,0.96,0.96,0.96,-0.07,-0.07,0.96,0.96,0.96,-0.07,0.44,0.44,0.96,,0.44,,-0.07,-0.59,,0.96,,-0.07,-2.13,,1.99,0.44,-1.1,,,0.44,,0.44,-0.07,0.96,,-0.59,0.96,0.44,1.47,1.47,-0.07,-0.59,1.99,,1.99,-0.59,0.96,,0.96,0.44,,1.99,
casketface,1.54,,-0.1,,,,,0.72,-0.92,,0.72,1.13,,,,,-0.92,,-0.1,0.31,-0.51,-1.33,-0.1,-0.92,0.72,-0.51,0.31,0.31,0.72,0.72,0.31,1.54,,,1.54,,,,,1.13,,,,,-0.92,0.72,1.54,0.72,0.72,1.13,,0.72,1.13,,1.54,,0.72,,,,1.13,1.13,1.54,0.72,
gorybmovie,,,,,,,,0.49,1.67,1.08,,1.67,,,,,,,,,,,,,,,,,1.08,1.67,1.08,1.67,,0.49,1.08,,,0.49,-0.09,,,,,,,,2.26,,,0.49,,,,,1.08,,,,,0.49,,,,,
yo_roboto,0.8,2.0,-1.01,,,,,0.8,0.19,,0.19,1.4,0.8,0.19,0.8,,2.6,,,0.8,,0.19,,,,-0.41,1.4,,-1.01,1.4,0.19,1.4,-1.01,2.0,0.19,,-0.41,0.8,,1.4,,0.8,,,0.19,,1.4,2.0,1.4,0.19,1.4,,1.4,,2.0,,,,,,2.6,,,1.4,
kj004,1.16,0.72,-0.17,-1.5,1.6,0.27,,1.6,1.6,0.27,-0.61,,-0.17,1.6,0.27,1.16,0.72,0.72,0.72,,,-0.61,,0.72,1.16,0.72,1.16,,-0.17,,0.72,1.6,0.72,1.16,1.16,,,,-1.94,0.72,,0.72,,,,1.6,1.16,-0.61,,0.72,0.27,1.6,0.27,,1.6,-0.17,1.16,-0.17,0.72,,,0.72,0.72,1.16,
keenan_mt,,,,,,,,1.19,1.19,,,1.7,,0.17,0.68,0.68,1.7,1.7,0.68,0.68,,0.17,,,-0.34,0.17,1.7,,0.17,0.17,,,0.17,,0.17,,,,,,,1.7,,,,,0.68,0.17,,,,1.7,,,,,,,,,,,,,
ponbac,,,,,,,,,,1.72,,,,,,,,,,,,,,,,,,,-0.4,1.72,,1.72,,0.66,,,,,,0.66,,,,,,0.66,-0.4,,,0.66,,0.66,,,,,,,1.72,,0.66,,,,-0.4
yarjka,1.16,1.16,0.66,-1.84,-0.84,0.16,,1.16,1.66,0.66,-0.34,0.66,0.66,1.16,0.66,-0.34,-0.84,0.16,1.16,0.66,0.16,0.66,0.66,-0.34,0.66,-0.84,0.16,0.66,-0.34,1.16,0.66,1.66,1.66,1.16,0.16,1.16,0.16,0.66,1.16,1.16,0.66,1.16,0.66,0.66,-0.34,1.16,1.66,0.66,1.66,0.66,1.16,,,0.66,0.66,0.66,,,0.66,-0.34,-0.34,,,1.16,
kjdson,,,,,,,,,,,,1.69,,,,,0.59,0.04,,,,,,,0.04,,,,,,1.14,,1.69,1.14,0.59,,,1.69,-1.05,,,,,,0.59,,1.69,,,,0.59,,,,,,,,,0.59,1.69,,,,
sarahstubbssays,,,,,,,,1.81,1.81,1.81,-0.25,-0.25,,1.3,1.81,,1.81,1.3,,,,,,,1.81,,,,,,,1.81,,-0.25,,,,1.81,,0.27,,,,1.81,,0.78,1.81,,,-0.25,,,,0.78,,,,,,,,,,,
zrshelton,1.38,1.38,0.98,-1.02,1.78,0.58,0.18,1.38,1.78,0.58,1.38,1.38,0.98,0.58,1.38,1.38,0.58,-1.42,0.98,-0.22,0.18,-1.82,0.98,0.58,1.38,0.18,1.38,0.18,,0.98,0.98,1.78,0.98,-0.62,-0.22,,,0.98,,,,1.78,,1.38,,1.78,1.38,1.78,,0.98,,,1.38,,1.38,,,,,0.58,,,,1.38,
jessedixon,0.5,0.95,0.5,-0.41,-0.86,0.5,-0.86,0.5,0.95,0.5,0.95,1.4,0.95,0.05,0.95,0.5,0.95,-0.41,0.95,0.95,0.95,1.4,0.05,,0.95,,,,,0.95,0.05,1.85,1.4,0.95,,,,,,1.4,,0.95,,,0.5,0.5,1.85,0.05,0.05,,,0.5,0.95,,1.85,,1.4,-0.41,1.4,,0.95,0.5,,1.4,
abovemegan,0.52,0.52,-0.03,-2.81,,-0.59,-0.03,1.63,-0.59,0.52,-0.59,1.08,-1.7,1.63,1.08,1.63,-0.03,-0.59,-0.03,1.08,0.52,,,0.52,0.52,-1.7,1.08,-1.7,,-0.59,0.52,1.63,,0.52,,,1.63,,,1.08,0.52,,-0.03,,,,,1.63,,,,,-0.03,,,,,,,,1.08,,,,
zachtr,1.3,,,,,,,1.3,1.79,,,0.8,0.8,0.8,,,1.3,,,0.8,1.3,-1.67,0.31,0.31,1.79,,0.8,,-0.19,1.79,,1.79,,1.3,0.8,,,1.3,,,,,,1.79,,1.79,,1.79,,1.3,1.3,,,,,,,,,,1.79,,,1.79,
parakerman,-0.68,,-0.68,,,,,0.98,,,,-1.52,,0.15,,,,,,0.98,0.98,,,,-1.52,,,,,,-1.52,0.15,,,-1.93,,,,,0.98,,0.15,,-0.68,,-0.68,,,,,-1.52,0.98,1.4,,-1.52,,,,,,-0.68,,,0.57,
bengrayeyard,,,,,,0.66,,0.66,1.7,,1.7,0.14,,,0.14,,,,0.14,-1.43,,0.66,0.14,,-0.91,,0.66,,,1.18,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sean_cordy,,1.45,1.45,,,,,0.84,0.23,1.45,0.84,1.45,,,0.84,,1.45,-0.38,-1.6,0.23,1.45,0.23,-0.38,0.84,1.45,0.23,0.84,-0.38,-1.6,1.45,1.45,1.45,2.06,1.45,0.84,-0.99,2.06,0.84,-0.99,,,-0.99,0.23,0.84,1.45,1.45,0.23,0.84,1.45,1.45,,0.84,1.45,-0.38,1.45,-0.99,,0.84,,0.23,0.84,1.45,,0.84,0.23
mollylaich,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,,,,,0.63,,1.61,0.63,-0.84,-0.84,0.14,,-0.84,-0.84,-0.35,-0.84,-1.33,0.63,-0.35,0.63,,0.63,0.63,0.14,,,,,,,,,,,,,,
emilybabyy,,0.45,,,,-0.23,,1.82,,,0.45,,,0.45,0.45,-0.23,1.82,1.82,,1.82,,1.82,0.45,0.45,,-0.92,1.82,1.82,,1.82,0.45,1.82,,1.82,-0.23,1.82,,0.45,-0.23,1.82,0.45,1.14,0.45,1.14,0.45,1.82,1.82,,,0.45,,0.45,1.82,-0.23,,0.45,1.14,1.82,,0.45,,1.82,,,1.82
speederaserhead,1.04,0.51,-0.02,,,,,1.04,1.04,1.57,,-0.02,,,,,0.51,0.51,,,,,,,-0.02,-0.55,,-3.21,,-2.15,,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,1.57,,,,
thommy1801,0.77,0.77,,,,,,1.42,1.42,0.77,0.12,1.42,0.77,0.77,1.42,-1.18,0.77,-0.53,-0.53,0.12,0.12,-1.83,,0.12,1.42,0.12,0.77,0.12,,0.12,0.12,1.42,0.77,1.42,1.42,0.12,0.77,-0.53,0.77,0.77,,0.12,-0.53,0.77,2.06,-0.53,0.12,0.12,0.12,-0.53,0.77,0.12,1.42,,0.77,,,0.77,,0.77,1.42,1.42,,1.42,
danadanger,,,,,,,,,,,,,,,1.02,1.77,,,,,,,,,,,,,,,,-0.5,,,,,,,,,,1.02,,,,0.26,,,,,,1.02,,0.26,,,,,,,1.02,,,,
